"Decision","SourcePath","ReleasePath","ArchivePath","SizeBytes","SHA256_Source","SHA256_Release","SHA256_Archive","Reason"
"EXCLUDED","BRAND_C(VADER)\brand_c_cleaned_VADER","","","303878","883BD8A2866F319B4001ADA463DA63671ECB60DCDFB0CC6EC606510F2C966026","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","BRAND_C(VADER)\compound vs stars.png","","","20115","AF96090986AAB3A77FE8CA28DA2993CC415F1C3D72C98FF38232175067DF5FFB","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_C(VADER)\stars vs consumer.png","","","20888","DDB0575FF3E5984E382CD6B9CBFC2D8AA9785B0B55B8B34875B872FD20B7E82C","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_E(ROBERTA)\Stars vs score.png","","","24754","AE2CD88F1775D93880724C6272D50C37EBB7DFA5CBA3707E3704CCFCFDF5960D","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_E(ROBERTA)\brand_e_ROBERTA.xlsx","","","366042","D78C51FC93B3479A348F51952E4D8478443F2B57227237ACF669E93944F1B9C0","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_E(ROBERTA)\brand_e_cleaned_ROBERTA.csv","","","373914","DBC706F96E35FA638459B6EED3B566D9271920A40F9157F3B8FA886FF3A32E7F","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","BRAND_E(ROBERTA)\brand_e_roberta_final.csv","","","504371","0FD85FC72CB7F7A5C96C7B5D5A20E67C6BB862769B37E2F06338520928686B92","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_E(VADER)\brand_e_VADER.xlsx","","","253458","371BE2F4889DECB7988713B81B6DD01A658676DF7E1CD287CE783CEBD9068EAE","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_E(VADER)\brand_e_cleaned_VADER","","","358878","C7DED6F447452FEA8B908A80ADC2B0DE4857D1CCC1AD62D71F64ED55038EEEAD","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","BRAND_E(VADER)\compound  score   vs  star.png","","","20179","DB63CDA7EE815C90E6E0E35AE3058AE3E3FC10164C5E80BADC6C5E61DFC6DA7A","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_E(VADER)\count of  reviews by  stars.png","","","20904","7DDF37B9DB3537A09473AAC3B5224B9F6F18B48528298CF4248165FE8D1A2766","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_E(VADER)\final_sentiment_output.csv","","","430715","E898157B35776F1E0AEA3DB36799529CE3834571A712B0ACB98EAB5849E0D7E1","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","Banglish Analysis\Real reviews 01.csv","","","10641","7BBA5337DC1AAE906247796FF34C7B80F6D47A64B8D85951E2995AABDBA405F8","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): row-level review data with reviewer name + raw review text. See data/README.md. (The script that consumes this data, banglish_sentiment_pipeline.py, IS included in src/banglish/.)"
"EXCLUDED","Banglish Analysis\Real reviews 02.csv","","","6997","26717F78C23BC53DEC9BA8EDE8E8446DE736F4ACF8E1B9C9A4DA6854602AD600","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): row-level review data with reviewer name + raw review text. See data/README.md. (The script that consumes this data, banglish_sentiment_pipeline.py, IS included in src/banglish/.)"
"EXCLUDED","Banglish Analysis\Real reviews 03.csv","","","5224","7851C0C69DB0CF7782939E01F0DD8778A004E74137C5BA05810F59CE542452E0","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): row-level review data with reviewer name + raw review text. See data/README.md. (The script that consumes this data, banglish_sentiment_pipeline.py, IS included in src/banglish/.)"
"EXCLUDED","Banglish Analysis\banglish_dataset_final.csv","","","79936","517489B4216951797BD889D77807FD6C98555DC082E469040E1EA93D1B2CF1B6","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): row-level review data with reviewer name + raw review text. See data/README.md. (The script that consumes this data, banglish_sentiment_pipeline.py, IS included in src/banglish/.)"
"EXCLUDED","Banglish Analysis\banglish_sentiment_scored_v2.csv","","","134221","65510F5C6AEFA3B23A399E9AFF4EBD34BE7534B5658AA3D941B75A66FABBDFA1","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): row-level review data with reviewer name + raw review text. See data/README.md. (The script that consumes this data, banglish_sentiment_pipeline.py, IS included in src/banglish/.)"
"EXCLUDED","Banglish Analysis\banglish_sentiment_scored_v2.xlsx","","","97021","B17B29C03C90DB1201F356BF7D2E57C647E39D7B87750E7D4EF1F303D33F30D0","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): row-level review data with reviewer name + raw review text. See data/README.md. (The script that consumes this data, banglish_sentiment_pipeline.py, IS included in src/banglish/.)"
"EXCLUDED","Banglish Analysis\confusion_matrix_validation_v2.png","","","36126","D05AF9E8F73598760C9E23DC690DE6F143F5E1906E5D9C727A81A2659CEAC14B","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","Banglish Analysis\csv_to_excel.py","","","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","","","EXCLUDE: zero-byte dead script."
"EXCLUDED","Banglish Analysis\training_curve_v2.png","","","70854","98FA172D4D8CD4BEB9A51BAA834EDB42AC1247C5096B2C73D70C847080DD3B79","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","Banglish Analysis\training_metrics_v2.json","","","785","1FD25CD506D5D271C66E8ED128802F147A8213098F47DF7426065FCBE880C199","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","Base Paper.pdf","","","4888620","C9BE88BB6C60C28C2F59859AE68976D5004CCEB6DA309F8C9C3D2CF7AF69CD03","","","EXCLUDE: external reference/literature PDF, not team-authored; copyright risk. Cite instead of redistributing."
"EXCLUDED","Brand_and_Items.xlsx","","","9965","942347DB618F248E81AA5F877C74FF0AE16AFBEF22032F47010E065D39D102AD","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","Clean data\BRAND_A\brand_a_cleaned_ROBERTA.csv","","","279169","73F22739228E4AAAB1DC23221C1141C775F66B8D0C80C2FA643B0853C1063656","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_A\brand_a_cleaned_VADER","","","269330","675BDCD25BAF7DB13DBCCD21B237DBEA489A1979FFC5D770BC2EB8BCCE705BF2","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_A\brand_a_google_map_reviews.csv","","","3286474","30F20F63554A3C5B69EC01997B9D318F66AB3BCF1FD895529EBFB2D964FC909E","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_B\brand_b_bangla_reviews.csv","","","58901","DC6E64A9320891D2E66F7FDCC4A1ADCF8AE5599BD38D8C82B3769B5507F25251","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_B\brand_b_cleaned_ROBERTA.csv","","","372955","CA7CD5533145CDDC277001081199D4841D3A5C02259020EE75510052712B8139","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_B\brand_b_cleaned_VADER","","","356048","D2757529C948F3AAD09548E56C325F1338218486FE2C35E8644DD59912EAABAB","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_B\brand_b_google_map_reviews.csv","","","2930004","1743624442D19259F0F4297B8AA97F26D15C71EDD99C410F257A294D651C6CA0","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_B\brand_b_translated.csv","","","27603","0B606940EE045CB2C7D1BCE215DB27B73FC229B4EB9E9AC6D6D908E1D66F1452","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_C\brand_c_bangla_reviews.csv","","","18033","CB9B189B8DD70CB5852179610722719B9ECF0F18F223BBCDD6CE83EDAF39D657","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_C\brand_c_cleaned_ROBERTA.csv","","","316280","7DDA7389398EADAEA9883661DA24C8D3ADFB8A6233EE0EB11A17A500F6EA5F86","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_C\brand_c_cleaned_VADER","","","303878","883BD8A2866F319B4001ADA463DA63671ECB60DCDFB0CC6EC606510F2C966026","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_C\brand_c_google_map_reviews.csv","","","2543995","E64FAECC37555A8463B369237C9C899427857A8A41753AF361701788A397AD95","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_C\brand_c_translated.csv","","","9489","3F851BCFE0378AE803C7687398BC6DC9AFA2513901076E5601B6CAEEEAFBD829","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_D\brand_d_bangla_reviews.csv","","","53025","F6D098456FD449FA0C6D72B5D7B22934DDB70E719778D098256223F33EA33E2B","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_D\brand_d_cleaned_ROBERTA.csv","","","287802","74DB06AFD442DE1EAC7C7EBA3777C5B422F6C6066DEE8EC3ABEFEBA208BA3DA0","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_D\brand_d_cleaned_VADER.csv","","","276430","2E6B4489163B5BC2D3849B9858F6B673C62C8BE92D334FDDF4F5A58B680F301E","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_D\brand_d_google_map_reviews.csv","","","2887815","F012372E9530E35D7C06DB402D4D377C85B4A40F355157E276F09E22877CD94D","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_D\brand_d_translated.csv","","","24663","80FFF7E6822BC96F3497D856C3783A58A413BC729D374662A5815790FBECF859","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_E\brand_e_bangla_reviews.csv","","","23462","25E33FE737AC961076C90620A837ECE34F2F6A8F1C40478D5B63E2EE933769A8","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_E\brand_e_cleaned_ROBERTA.csv","","","373914","DBC706F96E35FA638459B6EED3B566D9271920A40F9157F3B8FA886FF3A32E7F","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_E\brand_e_cleaned_VADER","","","358878","C7DED6F447452FEA8B908A80ADC2B0DE4857D1CCC1AD62D71F64ED55038EEEAD","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_E\brand_e_google_map_reviews.csv","","","3254477","8767CC78EE69929544A64008BE54D4E297E4F5355397437C8C1DB03FB757DF9E","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\BRAND_E\brand_e_translated.csv","","","12294","7E953A2E01052EC4CC36EC544424ECD9E85FD79A261DEAD37CE5D0FD7696C138","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\brand_d_classifier\1d_cnn.py","","","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\bert_model\checkpoint-69\config.json","","","1080","A93EF12CDD4D97CB37892255D7D2BBCC56FCF695B32C4D1BD02A9CCD34DC84E5","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\bert_model\checkpoint-69\model.safetensors","","","711446508","E0492F8C19315ABCC1BC277E18EF3D0B70C52E0DE29ABB247F30524E8CCFB012","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\bert_model\checkpoint-69\optimizer.pt","","","1423008907","E1342E61C64DCC0CDB3C736DFF9076B0F8FF717A5FBEE1B712919003341D9295","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\bert_model\checkpoint-69\rng_state.pth","","","14455","C3AEE80E4B8AD6DF35FB8BB356BA08A574CC142289A187294EE86B4ACE46C1F4","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\bert_model\checkpoint-69\scheduler.pt","","","1465","F7C55450EE43B1AA3B89E6F833E95A8D999D2AD7B40AF4976BE89E310A88210E","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\bert_model\checkpoint-69\trainer_state.json","","","1682","C91E0180960A0B91FE727EBC20CD6FE5714ECCBFAF3EEC62876A40A814256D6E","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\bert_model\checkpoint-69\training_args.bin","","","5201","0BCE69CBA40C87698797F1D2786645C91D3CD02DE55D000036BB623376BAC9B7","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\brand_d_google_map_reviews.csv","","","2887815","F012372E9530E35D7C06DB402D4D377C85B4A40F355157E276F09E22877CD94D","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","Clean data\brand_d_classifier\brand_d_m_bert.py","","","11711","DB8276E781446BB414CC608F7C453154297F9A92CA21C0D415DBD3FB4FE2B7E9","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\brand_d_synthetic_reviews_v2.csv","","","118533","EA4446C976C78DE6BD08B2B7F73C593DB28D5705128544B6F3941E1C5A90C082","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\brand_d_xlm_roberta.py","","","11356","E8408248D1F462E935AB1B2A7BBF9913C3A6399D310E5AB8CE435670AAE3AC38","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\classical_ML.py","","","16991","CD0A6119B4FE3E5074E9688778CE01E192FBC7BCD3E92B3F97369AFB6F953122","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\classical_ml_summary.png","","","21459","5EB95A075AA4CF868CEEE83B9068DB0457E9E0E047AEFDFAB46CDFCA8EAC7020","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\comparison_synthetic_vs_real.png","","","93657","17747446CC0AAB33C803C784E78FAA037E592B8BD07DA8627823C89C6F6E67CE","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\confusion_matrices_real_banglish.png","","","150682","09B5FBB8F3EEBEE7C34C60FBF2DA9AA191F375DFEEB62F58CC97F320A37C3F60","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\mbert_banglish_sentiment_realistic.csv","","","171287","DCCCFB283A226C9F4F413053D0649B3B5B9B58AFA793EB9362ED670F003B841A","","","EXCLUDE: not required for the manuscript's reported method scope, or superseded/duplicate; see docs/REPRODUCIBILITY_LIMITATIONS.md and data/README.md."
"EXCLUDED","Clean data\brand_d_classifier\mbert_confusion_matrix_realistic.png","","","42034","B4761EC3F64BDBBB6199E59B3EB54095CD381D43F438FA034042C94C1D7DCE1D","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\mbert_score_distribution.png","","","41428","EFB6A0222D91025DDFFE5D224844C51A1C0574DC9B7E1C48BDF4FAFCC9D3B7A3","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\mbert_summary.png","","","17238","FE786ED46A964E8D65D10C2739BBE43B2B92953BB84E227E031C59891FE58616","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\real_banglish_scored.csv","","","15061","93082F0C05EFEC94D4E3AF72DC555A2A04FFDCEC614815C682414EBB684F099D","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\score_dist_real_banglish.png","","","40399","9F8907659CE32CD06547B7DBCC098A8837A73A72514B759BE583F8E4A29E73DE","","","EXCLUDE: out-of-scope -- mBERT and/or synthetic-data-only experiment, not the manuscript's reported XLM-RoBERTa/TF-IDF-LogReg pipeline. See docs/REPRODUCIBILITY_LIMITATIONS.md item 7."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-138\config.json","","","956","F223BB27AFC8F37E8E5898C7891B4F06DEAA22C26C6461C43778CCF8413DA252","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-138\model.safetensors","","","1112208060","44173BCCF517068AEF4D3D948D4166F1D01ECDE1F47943775688258EE8AF444D","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-138\optimizer.pt","","","2224530571","BE700EFE3C6D3633DE73128D6F49CC4DC0AEFF80A6A4E36B0C9B3581901581B5","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-138\rng_state.pth","","","14455","397A57B63E93A146C3505101E2822371E9D8A92043FFE23735C576B00B356A88","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-138\scheduler.pt","","","1465","B450668371F2644833ADADFDA033F79ABD4689F06F289B4409E3C20B1DEAD00F","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-138\trainer_state.json","","","2551","2AEB3592E9AC4092F2D1D631555F8AD4F502AE385713B9A8688B4AC71D1E9BF6","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-138\training_args.bin","","","5201","DE3E8C82550ABD888CD1D604C02D84038E8DBF4E701F23C890F5100FD104378D","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-207\config.json","","","956","F223BB27AFC8F37E8E5898C7891B4F06DEAA22C26C6461C43778CCF8413DA252","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-207\model.safetensors","","","1112208060","0F9BA09C478B3A6EDAA6A2698AC630416A711B4BCEAE01C80188456429F033E5","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-207\optimizer.pt","","","2224530571","57A4221EB1E9750A049FF2405D1E463D3AF302E0F17EB93EC98034023AD4D108","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
"EXCLUDED","Clean data\brand_d_classifier\xlm_banglish_model\checkpoint-207\rng_state.pth","","","14455","51221E1D1674386362C9A93890605381A074E8F4C18A74053569F1F0362D0B74","","","EXCLUDE: file under bert_model/ or xlm_banglish_model/ checkpoint folder; this release excludes all model checkpoints and their metadata. See models/README.md (future Zenodo deposit)."
